left_variant_id,right_variant_id,left_label,right_label,same_label,cosine_similarity
VAR_000661,VAR_003706,1,1,True,0.9821199228974434
VAR_002397,VAR_000625,1,1,True,0.9810785402362054
VAR_000677,VAR_001014,1,1,True,0.9808813516995135
VAR_004417,VAR_000934,1,1,True,0.980506863466723
VAR_004425,VAR_004427,0,1,False,0.9801982857300344
VAR_003684,VAR_001089,1,1,True,0.9801345401765547
VAR_000683,VAR_001048,1,0,False,0.9797943395597029
VAR_000978,VAR_004410,1,0,False,0.9797599581606419
VAR_001036,VAR_000950,1,1,True,0.9796423316438073
VAR_003707,VAR_001067,0,1,False,0.9793653120610033
VAR_001110,VAR_001036,1,1,True,0.9785780447017488
VAR_001017,VAR_001090,1,1,True,0.978497692883177
VAR_000630,VAR_000629,1,1,True,0.9783161664603479
VAR_000698,VAR_003681,0,1,False,0.9781011358281474
VAR_000605,VAR_000677,1,1,True,0.9778715258870345
VAR_004543,VAR_004548,1,1,True,0.9776260044798392
VAR_003656,VAR_000950,0,1,False,0.9766725096403287
VAR_004386,VAR_000980,1,1,True,0.9761026386486689
VAR_003676,VAR_003553,0,0,True,0.9759947860187282
VAR_000984,VAR_000633,1,1,True,0.9754665527794661
VAR_000609,VAR_001067,1,1,True,0.9753401171253321
VAR_000570,VAR_000629,1,1,True,0.9751195068382817
VAR_000607,VAR_004547,1,1,True,0.9750087568505569
VAR_004674,VAR_004678,0,0,True,0.9748097713259944
VAR_000892,VAR_003648,0,0,True,0.9746960965641769
VAR_000608,VAR_001036,1,1,True,0.9743170938307847
VAR_004618,VAR_000627,0,1,False,0.9741781378211135
VAR_004401,VAR_004417,1,1,True,0.9739758253437829
VAR_004557,VAR_004547,1,1,True,0.9738833232821147
VAR_000685,VAR_001017,1,1,True,0.9738825464165867
VAR_004600,VAR_004401,1,1,True,0.973742993329022
VAR_001035,VAR_004543,1,1,True,0.9730163545854631
VAR_000602,VAR_000567,1,1,True,0.972898855404631
VAR_001029,VAR_001026,1,1,True,0.9728723595319901
VAR_000930,VAR_000683,0,1,False,0.97268844949427
VAR_004550,VAR_004600,1,1,True,0.9726867228420095
VAR_004412,VAR_000894,1,1,True,0.9725817018221847
VAR_002395,VAR_001001,1,1,True,0.9725475073289661
VAR_004523,VAR_001026,1,1,True,0.9724669271040722
VAR_000897,VAR_000619,0,1,False,0.9722185832635147
VAR_004562,VAR_000684,1,1,True,0.9720756925266324
VAR_000614,VAR_001110,1,1,True,0.9711831831654206
VAR_000987,VAR_000630,1,1,True,0.9709544679967661
VAR_004716,VAR_004520,1,0,False,0.9708634120314874
VAR_004725,VAR_000630,1,1,True,0.9704986848407173
VAR_000593,VAR_004417,1,1,True,0.9703744557650497
VAR_004565,VAR_000934,1,1,True,0.9701007209767535
VAR_000673,VAR_004549,1,1,True,0.9688006125192498
VAR_000635,VAR_000629,1,1,True,0.9687989046751319
VAR_000936,VAR_004718,0,1,False,0.9683039880613316
VAR_000670,VAR_004422,1,0,False,0.9676039799646817
VAR_000976,VAR_000635,1,1,True,0.9674473537412303
VAR_004712,VAR_000607,1,1,True,0.9673504114716611
VAR_001045,VAR_004410,0,0,True,0.9669782334226039
VAR_000574,VAR_003684,1,1,True,0.9668843310483175
VAR_004399,VAR_004683,1,0,False,0.9665876011225436
VAR_003593,VAR_003604,0,0,True,0.9664095175161883
VAR_003546,VAR_000631,0,1,False,0.9661890488334831
VAR_001255,VAR_001036,1,1,True,0.9660308303997949
VAR_001006,VAR_004520,1,0,False,0.9658451008722607
VAR_004556,VAR_004557,0,1,False,0.9658197162290253
VAR_000577,VAR_000607,1,1,True,0.9654097084867478
VAR_000926,VAR_000895,1,1,True,0.9650091419539555
VAR_004731,VAR_000991,1,1,True,0.9640934492573796
VAR_002394,VAR_000891,1,0,False,0.963720183287321
